time_h,time_d,A_gut,A_central,C_mgL,C_uM,KRAS_GDP,KRAS_GTP,KRAS_drug,TE,KRAS_GTP_norm,R,E,E_norm,T,T_change_pct,Z
0.0,0.0,700.8,0.0,0.0,0.0,0.9015748031496064,0.09842519685039364,0.0,0.0,1.0,0.44999999999999996,1.0,1.0,1.0,0.0,0.0
0.5,0.020833333333333332,425.05667518334553,265.638106150271,1.2589483703804314,2.245715965716075,0.8280103704675762,0.09243223900303624,0.07955739052938766,0.07955739052938766,0.9391115482708488,0.4504935449881026,0.9549196406892636,0.9549196406892636,1.0000851910321376,0.008519103213755486,5.6528758647727855e-05
1.0,0.041666666666666664,257.80992303378156,408.9667403237718,1.9382309967951268,3.457422398849673,0.6727219685513693,0.08643631591682369,0.240841715531807,0.240841715531807,0.8781929697149292,0.45194309319283354,0.911347256901647,0.911347256901647,0.9998566747172102,-0.014332528278981904,0.0003715689877061946
1.5,0.0625,156.3696507402259,479.30222593553225,2.271574530500153,4.052041617017753,0.5156304342064699,0.08024675731974878,0.40412280847378135,0.40412280847378135,0.8153070543686481,0.45430362960439435,0.8691848889467253,0.8691848889467253,0.999395598309831,-0.06044016901689542,0.0010194741658485237
2.0,0.08333333333333333,94.84299905584359,506.47665956843696,2.4003633154902224,4.281775446825227,0.3878962022512521,0.07397510004257891,0.538128697706169,0.538128697706169,0.7515870164326023,0.4575332271455303,0.8283215530131239,0.8283215530131239,0.9987556575226275,-0.12443424773724843,0.0019658857879336637
2.5,0.10416666666666667,57.52517130293488,508.50966971224227,2.4099984346551766,4.298962601953579,0.2935208937907838,0.06780168689075923,0.6386774193184571,0.6386774193184571,0.6888651388101142,0.4615924640511084,0.788694300166941,0.788694300166941,0.9979745312606619,-0.20254687393380655,0.0031446584171301306
3.0,0.125,34.89079446888049,496.2611858075984,2.35194874790331,4.19541339262096,0.22683632918452395,0.06187744887671163,0.7112862219387645,0.7112862219387645,0.6286748805873905,0.46644326429902877,0.7502900556433963,0.7502900556433963,0.9970798678181357,-0.29201321818642656,0.004493120920638652
3.5,0.14583333333333334,21.162362702526423,476.2533768093356,2.2571250085750503,4.026266515474581,0.1806411734673793,0.056301576643818546,0.7630572498888023,0.7630572498888021,0.5720240187011968,0.4720479654940289,0.7131289782475569,0.7131289782475569,0.9960926684897867,-0.39073315102132744,0.00596214468319666
4.0,0.16666666666666666,12.83562509197174,452.3816982347188,2.1439890911598045,3.8244543188722875,0.14888650086566593,0.05112771006738504,0.7999857890669492,0.799985789066949,0.5194575342846324,0.47836878428948887,0.6772473156736919,0.6772473156736919,0.9950293245558501,-0.49706754441498635,0.00751602548769789
4.5,0.1875,7.785198155655394,426.95239253520697,2.023471054669227,3.609473875614033,0.1271246259122319,0.046376522507859015,0.8264988515799092,0.8264988515799092,0.4711854686798479,0.4853676139569157,0.6426849145523115,0.6426849145523115,0.9939029084743722,-0.6097091525627762,0.009129571803191126
5.0,0.20833333333333334,4.721964117141847,401.3116425964386,1.90195091277933,3.3927058736698714,0.11226176741456266,0.04204705240584555,0.8456911801795918,0.8456911801795918,0.4271980524433911,0.49300604196370645,0.609477543531651,0.609477543531651,0.9927240284030486,-0.7275971596951369,0.010785124188486801
5.5,0.22916666666666666,2.864019521705233,376.22685787556463,1.7830656771353774,3.18063802557149,0.10219430847579206,0.0381250998370322,0.8596805916871757,0.8596805916871757,0.38735101434424746,0.5012454922234527,0.5776528474114722,0.5776528474114722,0.9915014147103608,-0.8498585289639204,0.012470225132771759
6.0,0.25,1.7371157844069147,352.1176765418547,1.6688041542267995,2.9768179704366737,0.09550110086574588,0.034588953813376816,0.8699099453208772,0.8699099453208773,0.3514237707439087,0.510047425168373,0.5472286998122167,0.5472286998122167,0.9902423353866728,-0.9757664613327166,0.014175965585603375
6.5,0.2708333333333333,1.0536137707307127,329.1958627305512,1.560169965547636,2.7830359713657438,0.091219877079606,0.03141313188620288,0.877366991034191,0.8773669910341911,0.31915741996382146,0.5193735535162302,0.5182130129556592,0.5182130129556592,0.9889528983876666,-1.1047101612333354,0.015895858292325735
7.0,0.2916666666666667,0.639049534532471,307.5499721303166,1.457582806304818,2.600040681956507,0.08869444370975553,0.028570752677927417,0.882734803612317,0.882734803612317,0.2902788472077427,0.5291860494101293,0.49060436638312466,0.49060436638312466,0.9876382770002445,-1.2361722999755465,0.017625081670406263
7.5,0.3125,0.38760357721595695,287.196501631299,1.3611208608118435,2.4279715676272624,0.08747294712763057,0.02603500162597683,0.8864920512463925,0.8864920512463926,0.2645156165199248,0.5394477299904552,0.46439304743991294,0.46439304743991294,0.9863028813639383,-1.3697118636061711,0.01935997359259716
8.0,0.3333333333333333,0.23509343688952392,268.1107321472506,1.2706669770011876,2.26661965216052,0.08724075436266353,0.023780006589265896,0.8889792390480706,0.8889792390480706,0.24160486694694167,0.5501222156681964,0.4395622541096793,0.4395622541096793,0.9849504914209574,-1.5049508579042636,0.02109769080211714
8.5,0.3541666666666667,0.14259136145092677,250.2452706102863,1.1859965431767123,2.115584272523568,0.08777616825094703,0.02178133335489007,0.8904424983941629,0.8904424983941629,0.22129834688568323,0.5611740596930576,0.41608931437578917,0.41608931437578917,0.9835843616436439,-1.6415638356356066,0.022835977658532933
9.0,0.375,0.08648611257051925,233.5411425915882,1.1068300596757734,1.9743668563606374,0.08892105631537696,0.020016238181723267,0.8910627055028998,0.8910627055028998,0.20336497992630853,0.5725688500848244,0.3939468419069886,0.3939468419069886,0.9822073047170956,-1.7792695282904392,0.024573007281406104
9.5,0.3958333333333333,0.05245653055651267,217.93437340686827,1.0328643289425037,1.8424265589413196,0.0905612157109016,0.018463766391230176,0.8909750178978681,0.8909750178978683,0.1875918665348987,0.5842732861263974,0.3731037872498726,0.3731037872498726,0.9808217592573175,-1.9178240742682484,0.026307271020886383
10.0,0.4166666666666667,0.03181648741870381,203.35984402023945,0.9637907299537415,1.7192128611376052,0.09261312192283756,0.017104754828214608,0.8902821232489477,0.8902821232489478,0.17378430905466052,0.5962552322493846,0.35352636795544945,0.35352636795544945,0.9794298452194432,-2.0570154780556793,0.028037500505262863
