segment,absorbed_mg,pct_dose
Stomach,0.0,0.0
Duodenum,3.001221017932761,30.012210179327614
Jejunum1,3.332989650910511,33.329896509105104
Jejunum2,0.8514058538689087,8.514058538689087
Ileum1,0.6757231225894593,6.757231225894593
Ileum2,0.5213805560446679,5.213805560446679
Colon,1.3308801510356638,13.308801510356638
