study_id,study_label,grouping,time_h,conc_ngml,sd_ngml,n,dose_mg
16649,Zahner 2021,day 17,392.0,0.3256,,20,1.0
16649,Zahner 2021,day 17,396.0,0.1512,,20,1.0
16649,Zahner 2021,day 17,400.0,0.0814,,20,1.0
17153,Sauer 2004,ATO-MID-Control_day6,0.25,6.3321,,8,5.0
17153,Sauer 2004,ATO-MID-Control_day6,0.5,13.871,,8,5.0
17153,Sauer 2004,ATO-MID-Control_day6,1.0,11.586,,8,5.0
17153,Sauer 2004,ATO-MID-Control_day6,1.5,8.7322,,8,5.0
17153,Sauer 2004,ATO-MID-Control_day6,2.5,4.2235,,8,5.0
17153,Sauer 2004,ATO-MID-Control_day6,3.5,2.5093,,8,5.0
17153,Sauer 2004,ATO-MID-Control_day6,5.5,1.4071,,8,5.0
17154,Sauer 2004,ATO-MID-DDI_day6,120.75,4.5039,,8,
17154,Sauer 2004,ATO-MID-DDI_day6,121.0,8.9596,,8,
17154,Sauer 2004,ATO-MID-DDI_day6,121.5,13.432,,8,
17154,Sauer 2004,ATO-MID-DDI_day6,122.0,14.051,,8,
17154,Sauer 2004,ATO-MID-DDI_day6,123.0,5.862,,8,
17154,Sauer 2004,ATO-MID-DDI_day6,124.0,3.714,,8,
17154,Sauer 2004,ATO-MID-DDI_day6,126.0,1.5102,,8,
17154,Sauer 2004,ATO-MID-DDI_day6,128.0,0.8801,,8,
17155,Sauer 2004,ATO-MID-Control_day12,0.25,6.3321,,8,5.0
17155,Sauer 2004,ATO-MID-Control_day12,0.5,13.871,,8,5.0
17155,Sauer 2004,ATO-MID-Control_day12,1.0,11.586,,8,5.0
17155,Sauer 2004,ATO-MID-Control_day12,1.5,8.7322,,8,5.0
17155,Sauer 2004,ATO-MID-Control_day12,2.5,4.2235,,8,5.0
17155,Sauer 2004,ATO-MID-Control_day12,3.5,2.5093,,8,5.0
17155,Sauer 2004,ATO-MID-Control_day12,5.5,1.4071,,8,5.0
17156,Sauer 2004,ATO-MID-DDI_day12,264.75,10.387,,8,
17156,Sauer 2004,ATO-MID-DDI_day12,265.0,21.065,,8,
17156,Sauer 2004,ATO-MID-DDI_day12,265.5,17.823,,8,
17156,Sauer 2004,ATO-MID-DDI_day12,266.0,15.774,,8,
17156,Sauer 2004,ATO-MID-DDI_day12,267.0,5.1218,,8,
17156,Sauer 2004,ATO-MID-DDI_day12,268.0,3.5735,,8,
17156,Sauer 2004,ATO-MID-DDI_day12,270.0,1.3802,,8,
